case_key,period,policy,basis,lead_days,demand_start,demand_end,cost_end,target_share,evidence,workers,absent,present_workers,rate,service_days,arrivals,completed_on_time,completed_late,overdue_unfinished,pending_not_due,on_time_unit_share,target_met,peak_backlog,backlog_unit_days,total_cost
full|extra0_ot0_temps4|deduplicated_sensitivity|40.0|1|1,full,extra0_ot0_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,40.0,2,215460,210016,5444,0,0,0.974733129119094,True,4550,104556,248256.0
full|extra0_ot0_temps4|deduplicated_sensitivity|40.0|1|3,full,extra0_ot0_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,40.0,2,215460,192137,23323,0,0,0.8917525294718277,False,4550,158498,239376.0
full|extra0_ot0_temps4|deduplicated_sensitivity|40.0|2|1,full,extra0_ot0_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,40.0,2,215460,205706,9754,0,0,0.954729416132925,True,4822,165934,268416.0
full|extra0_ot0_temps4|deduplicated_sensitivity|40.0|2|3,full,extra0_ot0_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,40.0,2,215460,100500,114960,0,0,0.46644388749651905,False,5892,454956,247056.0
full|extra0_ot0_temps4|deduplicated_sensitivity|50.0|0|1,full,extra0_ot0_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,50.0,2,215460,214539,921,0,0,0.9957254246727931,True,3870,26941,241056.0
full|extra0_ot0_temps4|deduplicated_sensitivity|50.0|0|3,full,extra0_ot0_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,50.0,2,215460,211844,3616,0,0,0.9832173025155482,True,3870,30205,238656.0
full|extra0_ot0_temps4|deduplicated_sensitivity|50.0|1|1,full,extra0_ot0_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,50.0,2,215460,213068,2392,0,0,0.9888981713543117,True,4210,46222,242256.0
full|extra0_ot0_temps4|deduplicated_sensitivity|50.0|1|3,full,extra0_ot0_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,50.0,2,215460,208569,6891,0,0,0.9680172653856864,True,4210,59773,238656.0
full|extra0_ot0_temps4|deduplicated_sensitivity|50.0|2|1,full,extra0_ot0_temps4,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,50.0,2,215460,211028,4432,0,0,0.9794300566230391,True,4550,100631,247056.0
full|extra0_ot0_temps4|deduplicated_sensitivity|50.0|2|3,full,extra0_ot0_temps4,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,50.0,2,215460,192137,23323,0,0,0.8917525294718277,False,4550,158606,239136.0
full|extra0_ot2_temps0|retained|30.0|0|1,full,extra0_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,30.0,2,228195,201878,26317,0,0,0.8846731961699423,False,4687,215695,258423.0
full|extra0_ot2_temps0|retained|30.0|0|3,full,extra0_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,30.0,2,228195,201878,26317,0,0,0.8846731961699423,False,4687,215695,258423.0
full|extra0_ot2_temps0|retained|30.0|1|1,full,extra0_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,30.0,2,228195,130398,97797,0,0,0.5714323276145402,False,4891,426916,276804.0
full|extra0_ot2_temps0|retained|30.0|1|3,full,extra0_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,30.0,2,228195,130398,97797,0,0,0.5714323276145402,False,4891,426916,276804.0
full|extra0_ot2_temps0|retained|30.0|2|1,full,extra0_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,30.0,2,228195,2740,225455,0,0,0.012007274480159513,False,20418,3841575,297429.0
full|extra0_ot2_temps0|retained|30.0|2|3,full,extra0_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,30.0,2,228195,2740,225455,0,0,0.012007274480159513,False,20418,3841575,297429.0
full|extra0_ot2_temps0|retained|40.0|0|1,full,extra0_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,40.0,2,228195,222692,5503,0,0,0.975884660049519,True,4279,76181,242253.0
full|extra0_ot2_temps0|retained|40.0|0|3,full,extra0_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,40.0,2,228195,222692,5503,0,0,0.975884660049519,True,4279,76181,242253.0
full|extra0_ot2_temps0|retained|40.0|1|1,full,extra0_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,40.0,2,228195,214865,13330,0,0,0.9415850478757203,False,4551,159239,246675.0
full|extra0_ot2_temps0|retained|40.0|1|3,full,extra0_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,40.0,2,228195,214865,13330,0,0,0.9415850478757203,False,4551,159239,246675.0
full|extra0_ot2_temps0|retained|40.0|2|1,full,extra0_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,40.0,2,228195,165858,62337,0,0,0.7268257411424439,False,4823,318579,262647.0
full|extra0_ot2_temps0|retained|40.0|2|3,full,extra0_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,40.0,2,228195,165858,62337,0,0,0.7268257411424439,False,4823,318579,262647.0
full|extra0_ot2_temps0|retained|50.0|0|1,full,extra0_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,50.0,2,228195,226108,2087,0,0,0.9908543131970464,True,3871,37464,239844.0
full|extra0_ot2_temps0|retained|50.0|0|3,full,extra0_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,50.0,2,228195,226108,2087,0,0,0.9908543131970464,True,3871,37464,239844.0
full|extra0_ot2_temps0|retained|50.0|1|1,full,extra0_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,50.0,2,228195,223783,4412,0,0,0.980665658756765,True,4211,63907,241131.0
full|extra0_ot2_temps0|retained|50.0|1|3,full,extra0_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,50.0,2,228195,223783,4412,0,0,0.980665658756765,True,4211,63907,241131.0
full|extra0_ot2_temps0|retained|50.0|2|1,full,extra0_ot2_temps0,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,50.0,2,228195,214814,13381,0,0,0.9413615548105787,False,4551,159388,245058.0
full|extra0_ot2_temps0|retained|50.0|2|3,full,extra0_ot2_temps0,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,50.0,2,228195,214814,13381,0,0,0.9413615548105787,False,4551,159388,245058.0
full|extra0_ot2_temps0|deduplicated_sensitivity|30.0|0|1,full,extra0_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,30.0,2,215460,197757,17703,0,0,0.9178362573099416,False,4686,171237,252219.0
full|extra0_ot2_temps0|deduplicated_sensitivity|30.0|0|3,full,extra0_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,30.0,2,215460,197757,17703,0,0,0.9178362573099416,False,4686,171237,252219.0
full|extra0_ot2_temps0|deduplicated_sensitivity|30.0|1|1,full,extra0_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,30.0,2,215460,154445,61015,0,0,0.7168151861134318,False,4890,309541,268686.0
full|extra0_ot2_temps0|deduplicated_sensitivity|30.0|1|3,full,extra0_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,30.0,2,215460,154445,61015,0,0,0.7168151861134318,False,4890,309541,268686.0
full|extra0_ot2_temps0|deduplicated_sensitivity|30.0|2|1,full,extra0_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,30.0,2,215460,12905,202555,0,0,0.05989510814072217,False,13449,1950304,293634.0
full|extra0_ot2_temps0|deduplicated_sensitivity|30.0|2|3,full,extra0_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,30.0,2,215460,12905,202555,0,0,0.05989510814072217,False,13449,1950304,293634.0
full|extra0_ot2_temps0|deduplicated_sensitivity|40.0|0|1,full,extra0_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,40.0,2,215460,210439,5021,0,0,0.9766963705560197,True,4278,57430,241626.0
full|extra0_ot2_temps0|deduplicated_sensitivity|40.0|0|3,full,extra0_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,40.0,2,215460,210439,5021,0,0,0.9766963705560197,True,4278,57430,241626.0
full|extra0_ot2_temps0|deduplicated_sensitivity|40.0|1|1,full,extra0_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,40.0,2,215460,205193,10267,0,0,0.9523484637519726,True,4550,125868,243903.0
full|extra0_ot2_temps0|deduplicated_sensitivity|40.0|1|3,full,extra0_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,40.0,2,215460,205193,10267,0,0,0.9523484637519726,True,4550,125868,243903.0
full|extra0_ot2_temps0|deduplicated_sensitivity|40.0|2|1,full,extra0_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,40.0,2,215460,174396,41064,0,0,0.8094124199387357,False,4822,248119,257037.0
full|extra0_ot2_temps0|deduplicated_sensitivity|40.0|2|3,full,extra0_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,40.0,2,215460,174396,41064,0,0,0.8094124199387357,False,4822,248119,257037.0
full|extra0_ot2_temps0|deduplicated_sensitivity|50.0|0|1,full,extra0_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,50.0,2,215460,213374,2086,0,0,0.9903183885640026,True,3870,28165,239844.0
full|extra0_ot2_temps0|deduplicated_sensitivity|50.0|0|3,full,extra0_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,50.0,2,215460,213374,2086,0,0,0.9903183885640026,True,3870,28165,239844.0
full|extra0_ot2_temps0|deduplicated_sensitivity|50.0|1|1,full,extra0_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,50.0,2,215460,211079,4381,0,0,0.9796667594913209,True,4210,48964,240570.0
full|extra0_ot2_temps0|deduplicated_sensitivity|50.0|1|3,full,extra0_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,50.0,2,215460,211079,4381,0,0,0.9796667594913209,True,4210,48964,240570.0
full|extra0_ot2_temps0|deduplicated_sensitivity|50.0|2|1,full,extra0_ot2_temps0,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,50.0,2,215460,205159,10301,0,0,0.9521906618397846,True,4550,126174,242814.0
full|extra0_ot2_temps0|deduplicated_sensitivity|50.0|2|3,full,extra0_ot2_temps0,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,50.0,2,215460,205159,10301,0,0,0.9521906618397846,True,4550,126174,242814.0
full|extra0_ot2_temps2|retained|30.0|0|1,full,extra0_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,30.0,2,228195,215465,12730,0,0,0.9442143780538574,False,4687,177910,266832.0
full|extra0_ot2_temps2|retained|30.0|0|3,full,extra0_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,30.0,2,228195,202448,25747,0,0,0.8871710598391727,False,4687,214138,258921.0
full|extra0_ot2_temps2|retained|30.0|1|1,full,extra0_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,30.0,2,228195,197656,30539,0,0,0.8661714761497842,False,4891,258145,292809.0
full|extra0_ot2_temps2|retained|30.0|1|3,full,extra0_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,30.0,2,228195,145548,82647,0,0,0.6378229146125025,False,4891,375511,279429.0
full|extra0_ot2_temps2|retained|30.0|2|1,full,extra0_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,30.0,2,228195,139221,88974,0,0,0.6100966278840465,False,5095,413586,331644.0
full|extra0_ot2_temps2|retained|30.0|2|3,full,extra0_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,30.0,2,228195,54324,173871,0,0,0.23805955432853482,False,5964,690980,323670.0
full|extra0_ot2_temps2|retained|40.0|0|1,full,extra0_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,40.0,2,228195,224659,3536,0,0,0.9845044808168453,True,4279,71231,244527.0
full|extra0_ot2_temps2|retained|40.0|0|3,full,extra0_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,40.0,2,228195,222692,5503,0,0,0.975884660049519,True,4279,76181,242253.0
full|extra0_ot2_temps2|retained|40.0|1|1,full,extra0_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,40.0,2,228195,221181,7014,0,0,0.969263130217577,True,4551,132595,251811.0
full|extra0_ot2_temps2|retained|40.0|1|3,full,extra0_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,40.0,2,228195,214865,13330,0,0,0.9415850478757203,False,4551,158804,247155.0
full|extra0_ot2_temps2|retained|40.0|2|1,full,extra0_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,40.0,2,228195,210224,17971,0,0,0.9212471789478297,False,4823,212660,273951.0
full|extra0_ot2_temps2|retained|40.0|2|3,full,extra0_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,40.0,2,228195,175250,52945,0,0,0.767983522864217,False,4823,295532,263661.0
full|extra0_ot2_temps2|retained|50.0|0|1,full,extra0_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,50.0,2,228195,227205,990,0,0,0.9956616052060737,True,3871,36308,240888.0
full|extra0_ot2_temps2|retained|50.0|0|3,full,extra0_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,50.0,2,228195,226108,2087,0,0,0.9908543131970464,True,3871,37464,239844.0
full|extra0_ot2_temps2|retained|50.0|1|1,full,extra0_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,50.0,2,228195,225445,2750,0,0,0.9879489033502049,True,4211,61351,242766.0
full|extra0_ot2_temps2|retained|50.0|1|3,full,extra0_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,50.0,2,228195,223783,4412,0,0,0.980665658756765,True,4211,63907,241131.0
full|extra0_ot2_temps2|retained|50.0|2|1,full,extra0_ot2_temps2,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,50.0,2,228195,221944,6251,0,0,0.9726067617607748,True,4551,127734,250251.0
full|extra0_ot2_temps2|retained|50.0|2|3,full,extra0_ot2_temps2,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,50.0,2,228195,214814,13381,0,0,0.9413615548105787,False,4551,158844,245538.0
full|extra0_ot2_temps2|deduplicated_sensitivity|30.0|0|1,full,extra0_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,30.0,2,215460,205767,9693,0,0,0.9550125313283208,True,4686,145746,258318.0
full|extra0_ot2_temps2|deduplicated_sensitivity|30.0|0|3,full,extra0_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,30.0,2,215460,198326,17134,0,0,0.9204771187227327,False,4686,169709,252717.0
full|extra0_ot2_temps2|deduplicated_sensitivity|30.0|1|1,full,extra0_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,30.0,2,215460,194574,20886,0,0,0.9030632135895293,False,4890,212415,281502.0
full|extra0_ot2_temps2|deduplicated_sensitivity|30.0|1|3,full,extra0_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,30.0,2,215460,159641,55819,0,0,0.7409310312819085,False,4890,290031,270510.0
full|extra0_ot2_temps2|deduplicated_sensitivity|30.0|2|1,full,extra0_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,30.0,2,215460,158041,57419,0,0,0.7335050589436555,False,5094,326116,317268.0
full|extra0_ot2_temps2|deduplicated_sensitivity|30.0|2|3,full,extra0_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,30.0,2,215460,78597,136863,0,0,0.3647869674185464,False,5817,545731,307758.0
full|extra0_ot2_temps2|deduplicated_sensitivity|40.0|0|1,full,extra0_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,40.0,2,215460,211925,3535,0,0,0.9835932423651722,True,4278,54182,243204.0
full|extra0_ot2_temps2|deduplicated_sensitivity|40.0|0|3,full,extra0_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,40.0,2,215460,210439,5021,0,0,0.9766963705560197,True,4278,57430,241626.0
full|extra0_ot2_temps2|deduplicated_sensitivity|40.0|1|1,full,extra0_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,40.0,2,215460,209446,6014,0,0,0.9720876264735914,True,4550,106723,247254.0
full|extra0_ot2_temps2|deduplicated_sensitivity|40.0|1|3,full,extra0_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,40.0,2,215460,205193,10267,0,0,0.9523484637519726,True,4550,125433,244383.0
full|extra0_ot2_temps2|deduplicated_sensitivity|40.0|2|1,full,extra0_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,40.0,2,215460,202545,12915,0,0,0.9400584795321637,False,4822,178294,266145.0
full|extra0_ot2_temps2|deduplicated_sensitivity|40.0|2|3,full,extra0_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,40.0,2,215460,180519,34941,0,0,0.8378306878306878,False,4822,233485,257793.0
full|extra0_ot2_temps2|deduplicated_sensitivity|50.0|0|1,full,extra0_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,50.0,2,215460,214471,989,0,0,0.9954098208484173,True,3870,27009,240888.0
full|extra0_ot2_temps2|deduplicated_sensitivity|50.0|0|3,full,extra0_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,50.0,2,215460,213374,2086,0,0,0.9903183885640026,True,3870,28165,239844.0
full|extra0_ot2_temps2|deduplicated_sensitivity|50.0|1|1,full,extra0_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,50.0,2,215460,212711,2749,0,0,0.987241251276339,True,4210,46698,241806.0
full|extra0_ot2_temps2|deduplicated_sensitivity|50.0|1|3,full,extra0_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,50.0,2,215460,211079,4381,0,0,0.9796667594913209,True,4210,48964,240570.0
full|extra0_ot2_temps2|deduplicated_sensitivity|50.0|2|1,full,extra0_ot2_temps2,deduplicated_sensitivity,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,50.0,2,215460,210099,5361,0,0,0.9751183514341409,True,4550,103346,246156.0
full|extra0_ot2_temps2|deduplicated_sensitivity|50.0|2|3,full,extra0_ot2_temps2,deduplicated_sensitivity,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,50.0,2,215460,205159,10301,0,0,0.9521906618397846,True,4550,125630,243294.0
full|extra0_ot2_temps4|retained|30.0|0|1,full,extra0_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,30.0,2,228195,220005,8190,0,0,0.9641096430684283,True,4687,161490,270429.0
full|extra0_ot2_temps4|retained|30.0|0|3,full,extra0_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,0,6,30.0,2,228195,202853,25342,0,0,0.8889458577094151,False,4687,212862,259443.0
full|extra0_ot2_temps4|retained|30.0|1|1,full,extra0_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,30.0,2,228195,212132,16063,0,0,0.9296084489143057,False,4891,218879,299406.0
full|extra0_ot2_temps4|retained|30.0|1|3,full,extra0_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,1,5,30.0,2,228195,148815,79380,0,0,0.6521396174324591,False,4891,364696,280191.0
full|extra0_ot2_temps4|retained|30.0|2|1,full,extra0_ot2_temps4,retained,1,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,30.0,2,228195,196463,31732,0,0,0.8609434913122549,False,5095,285836,340878.0
full|extra0_ot2_temps4|retained|30.0|2|3,full,extra0_ot2_temps4,retained,3,2023-01-05,2023-10-19,2023-11-16,0.95,Hypothetical historical replay,6,2,4,30.0,2,228195,65383,162812,0,0,0.2865224917285655,False,5493,604884,325560.0
